"Posição","Nome","Localidade","2005","2007","2009","2011","2013","2015","2017","2019","2021","Unidade","Multiplicador"
"1","Índice de Desenvolvimento da Educação Básica",,,,,,,,,,,"",""
"1.1","Ensino fundamental",,,,,,,,,,,"",""
"1.1.1","Anos iniciais",,,,,,,,,,,"",""
"1.1.2.1","Pública","Ibaretama","3.2","3.0","2.8","3.1","3.2","3.8","4.2","4.3","4.5","",""
"1.1.2.1","Pública","Ibiapina","2.8","3.3","3.4","3.7","3.7","4.2","5.0","5.2","5.1","",""
"1.1.2.1","Pública","Ibicuitinga","-","3.1","3.2","3.7","4.3","4.3","4.6","5.3","5.3","",""
"1.1.2.1","Pública","Icapuí","2.4","3.2","3.6","3.7","4.3","-","5.0","4.9","5.1","",""
"1.1.2.1","Pública","Icó","2.5","2.7","3.1","3.3","3.4","3.6","4.1","4.2","-","",""
"1.1.2.1","Pública","Iguatu","2.9","3.4","3.5","3.8","4.4","4.4","4.6","5.1","5.2","",""
"1.1.2.1","Pública","Independência","3.0","3.3","3.7","4.3","4.5","5.2","5.5","5.9","6.8","",""
"1.1.2.1","Pública","Ipaporanga","2.8","2.9","3.9","3.7","4.2","4.7","5.1","5.2","5.2","",""
"1.1.2.1","Pública","Ipaumirim","2.4","2.7","2.9","3.7","3.6","3.7","4.0","3.9","5.0","",""
"1.1.2.1","Pública","Ipu","2.8","3.1","3.2","3.5","3.5","3.7","4.2","4.9","5.3","",""
"1.1.2.1","Pública","Ipueiras","2.4","2.9","2.9","3.4","3.7","3.9","4.5","5.1","5.1","",""
"1.1.2.1","Pública","Iracema","2.7","3.2","3.6","3.4","4.0","3.9","4.6","4.8","5.2","",""
"1.1.2.1","Pública","Irauçuba","3.1","3.5","3.8","4.1","4.5","5.1","5.1","5.7","5.5","",""
"1.1.2.1","Pública","Itaiçaba","3.4","4.2","5.3","4.7","4.0","5.0","5.9","5.9","5.8","",""
"1.1.2.1","Pública","Itaitinga","3.2","3.1","3.8","4.4","4.1","4.3","4.5","4.8","5.1","",""
"1.1.2.1","Pública","Itapajé","3.3","3.7","4.1","4.1","4.4","4.5","5.1","5.3","5.4","",""
"1.1.2.1","Pública","Itapipoca","3.1","3.2","3.7","4.0","4.1","4.6","5.0","5.3","5.4","",""
"1.1.2.1","Pública","Itapiúna","2.9","2.8","3.3","3.5","3.5","4.0","4.4","4.7","5.0","",""
"1.1.2.1","Pública","Itarema","3.0","3.1","4.2","4.4","3.7","4.8","4.7","4.8","5.0","",""
"1.1.2.1","Pública","Itatira","3.2","3.5","3.2","3.8","3.8","4.8","5.7","5.9","5.2","",""
"1.1.2.1","Pública","Jaguaretama","2.8","4.0","4.1","4.2","3.9","4.6","4.4","5.3","5.5","",""
"1.1.2.1","Pública","Jaguaribara","3.5","3.3","3.2","2.9","3.7","3.7","4.8","5.1","5.0","",""
"1.1.2.1","Pública","Jaguaribe","2.7","2.8","3.5","3.8","4.4","4.7","5.2","5.3","5.1","",""
"1.1.2.1","Pública","Jaguaruana","3.0","3.2","3.7","4.5","4.0","4.9","4.7","5.3","5.3","",""
"1.1.2.1","Pública","Jardim","3.2","3.7","4.0","3.9","4.3","4.7","4.5","4.9","4.9","",""
"1.1.2.1","Pública","Jati","3.2","3.2","4.1","4.8","4.8","4.3","4.7","4.9","4.3","",""
"1.1.2.1","Pública","Jijoca de Jericoacoara","3.5","4.4","4.7","5.2","4.6","6.5","6.7","7.0","7.0","",""
"1.1.2.1","Pública","Juazeiro do Norte","3.2","3.4","3.6","3.8","3.8","4.3","4.5","5.0","5.1","",""
"1.1.2.1","Pública","Jucás","3.1","3.4","4.0","4.2","3.8","4.7","4.8","5.5","5.7","",""
"1.1.2.1","Pública","Lavras da Mangabeira","3.0","3.0","3.2","3.5","3.5","4.2","4.1","4.4","4.9","",""
"1.1.2.1","Pública","Limoeiro do Norte","3.2","3.8","3.5","4.1","4.6","4.5","5.0","5.6","5.7","",""
"1.1.2.1","Pública","Madalena","2.6","3.3","3.7","3.8","4.1","4.2","4.9","4.2","5.0","",""
"1.1.2.1","Pública","Maracanaú","3.0","3.5","4.2","4.3","4.4","4.7","4.9","5.3","5.2","",""
"1.1.2.1","Pública","Maranguape","2.9","3.3","3.7","3.8","3.9","4.6","4.7","5.0","5.1","",""
"1.1.2.1","Pública","Marco","2.4","3.0","3.4","3.7","3.8","4.7","4.4","5.0","5.1","",""
"1.1.2.1","Pública","Martinópole","3.1","3.4","3.8","4.3","4.4","4.9","5.8","5.6","5.8","",""
"1.1.2.1","Pública","Massapê","3.2","3.4","3.6","3.6","3.7","5.0","4.8","4.9","5.9","",""
"1.1.2.1","Pública","Mauriti","2.7","3.1","3.6","3.7","4.4","4.3","4.5","4.8","4.6","",""
"1.1.2.1","Pública","Meruoca","2.9","3.6","4.4","5.0","5.3","5.4","5.8","5.9","5.9","",""
"1.1.2.1","Pública","Milagres","3.0","3.9","3.8","3.5","4.3","4.6","4.9","5.0","4.8","",""
"1.1.2.1","Pública","Milhã","2.9","3.1","3.7","3.9","4.2","5.4","6.6","6.4","6.3","",""
"1.1.2.1","Pública","Miraíma","3.3","3.3","3.6","3.6","3.7","3.9","4.3","4.5","4.6","",""
"1.1.2.1","Pública","Missão Velha","2.9","2.8","3.5","3.5","3.2","4.4","4.4","4.3","4.6","",""
"1.1.2.1","Pública","Mombaça","2.8","3.4","3.3","3.8","4.0","4.3","4.7","5.5","5.3","",""
"1.1.2.1","Pública","Monsenhor Tabosa","2.9","3.0","3.4","4.1","4.1","4.2","4.9","4.7","6.0","",""
"1.1.2.1","Pública","Morada Nova","3.1","3.0","3.3","3.8","4.1","4.3","4.4","4.4","5.1","",""
"1.1.2.1","Pública","Moraújo","4.0","3.9","4.1","4.5","4.4","4.3","4.9","4.9","5.8","",""
"1.1.2.1","Pública","Morrinhos","2.7","3.3","3.8","4.1","4.4","5.4","5.8","5.6","5.3","",""
"1.1.2.1","Pública","Mucambo","3.3","3.6","4.3","5.0","4.4","4.9","5.2","7.0","6.5","",""
"1.1.2.1","Pública","Mulungu","2.5","2.9","3.7","3.7","4.7","4.5","4.3","4.8","4.6","",""
"1.1.2.1","Pública","Nova Olinda","2.2","2.9","3.8","4.4","4.7","4.8","5.4","5.1","5.3","",""
"1.1.2.1","Pública","Nova Russas","2.5","2.9","3.2","3.7","3.9","4.3","4.8","5.1","6.3","",""
"1.1.2.1","Pública","Novo Oriente","3.2","3.3","3.8","4.5","4.4","5.6","5.6","7.7","6.8","",""
"1.1.2.1","Pública","Ocara","2.9","3.0","3.9","4.0","4.4","5.0","4.7","5.1","5.2","",""
"1.1.2.1","Pública","Orós","3.0","3.0","3.4","3.9","3.6","4.3","4.5","4.6","5.2","",""
"1.1.2.1","Pública","Pacajus","2.8","2.9","3.5","3.6","3.9","4.0","4.7","4.9","5.5","",""
"1.1.2.1","Pública","Pacatuba","3.3","3.3","3.7","3.9","4.0","4.6","4.8","5.1","4.9","",""
"1.1.2.1","Pública","Pacoti","-","3.9","4.2","4.0","3.2","4.3","4.5","5.0","5.1","",""
"1.1.2.1","Pública","Pacujá","-","3.2","3.3","3.5","3.7","3.9","5.0","5.2","5.3","",""
"1.1.2.1","Pública","Palhano","3.0","3.5","4.1","4.0","4.4","5.1","5.5","6.0","5.5","",""
"1.1.2.1","Pública","Palmácia","2.8","2.8","3.6","3.7","3.6","4.2","5.1","5.0","4.9","",""
"1.1.2.1","Pública","Paracuru","3.2","3.6","4.2","4.1","4.4","5.0","4.9","5.4","5.3","",""
"1.1.2.1","Pública","Paraipaba","3.2","3.3","3.7","4.1","4.0","-","4.9","4.8","5.0","",""
"1.1.2.1","Pública","Parambu","2.9","3.2","3.6","3.7","3.9","4.6","5.1","5.6","5.3","",""
"1.1.2.1","Pública","Paramoti","2.8","3.3","3.4","3.9","3.8","4.4","4.3","5.0","5.1","",""
"1.1.2.1","Pública","Pedra Branca","3.2","3.5","4.0","4.9","4.3","4.4","5.0","6.1","6.8","",""
"1.1.2.1","Pública","Penaforte","2.6","3.9","5.0","4.1","5.3","4.5","4.4","4.8","4.4","",""
"1.1.2.1","Pública","Pentecoste","3.1","3.3","3.5","3.8","4.0","4.6","4.6","4.7","5.0","",""
"1.1.2.1","Pública","Pereiro","2.8","3.5","3.6","4.3","4.4","4.5","4.8","5.2","5.7","",""
"1.1.2.1","Pública","Pindoretama","2.6","3.2","3.7","4.4","4.4","4.6","5.0","5.1","5.2","",""
"1.1.2.1","Pública","Piquet Carneiro","2.9","2.8","3.1","3.6","4.4","4.8","5.3","5.8","5.9","",""
"1.1.2.1","Pública","Pires Ferreira","3.4","3.4","3.7","4.3","4.1","5.6","6.1","7.8","7.9","",""
"1.1.2.1","Pública","Poranga","2.5","2.9","3.7","3.0","3.9","4.2","4.7","4.9","4.9","",""
"1.1.2.1","Pública","Porteiras","3.1","3.1","3.3","4.0","4.5","5.2","4.6","4.9","4.6","",""
"1.1.2.1","Pública","Potengi","2.6","3.0","2.9","3.4","3.9","3.4","5.4","5.0","5.0","",""
"1.1.2.1","Pública","Potiretama","2.0","2.6","3.6","3.3","3.6","4.8","5.0","5.0","4.9","",""
"1.1.2.1","Pública","Quiterianópolis","3.1","3.3","3.5","3.9","4.3","4.4","4.6","5.3","5.0","",""
"1.1.2.1","Pública","Quixadá","3.2","3.5","3.6","3.7","3.9","4.4","4.6","4.7","4.7","",""
"1.1.2.1","Pública","Quixelô","3.7","3.6","3.8","4.4","3.9","4.5","4.6","5.2","5.7","",""
"1.1.2.1","Pública","Quixeramobim","3.2","3.8","3.8","4.0","4.0","4.8","5.7","6.4","6.4","",""
"1.1.2.1","Pública","Quixeré","2.7","2.8","3.8","4.2","4.1","4.6","4.9","5.4","5.7","",""
"1.1.2.1","Pública","Redenção","3.0","3.5","4.2","4.3","4.4","4.7","4.5","5.1","5.1","",""
"1.1.2.1","Pública","Reriutaba","3.2","3.2","3.8","4.2","4.0","4.6","4.9","5.0","5.9","",""
"1.1.2.1","Pública","Russas","3.1","3.5","3.9","4.3","4.9","5.6","5.9","6.0","5.8","",""
"1.1.2.1","Pública","Saboeiro","2.3","2.7","3.2","3.8","4.5","4.9","5.0","5.7","4.7","",""
"1.1.2.1","Pública","Salitre","2.4","2.5","3.1","3.1","3.7","4.1","4.8","6.0","5.3","",""
"1.1.2.1","Pública","Santana do Acaraú","3.0","3.0","3.1","3.2","3.4","4.1","4.5","5.3","5.1","",""
"1.1.2.1","Pública","Santana do Cariri","3.1","3.5","3.5","4.1","3.8","4.4","4.4","4.4","4.7","",""
"1.1.2.1","Pública","Santa Quitéria","3.1","3.4","3.3","3.8","4.2","4.7","4.9","5.5","5.4","",""
"1.1.2.1","Pública","São Benedito","3.0","3.5","4.0","4.2","4.3","4.4","4.5","4.8","6.4","",""
"1.1.2.1","Pública","São Gonçalo do Amarante","3.7","4.1","4.3","4.4","4.3","5.3","5.6","5.7","5.4","",""
"1.1.2.1","Pública","São João do Jaguaribe","2.4","3.3","3.1","4.4","3.3","5.1","4.9","5.5","5.0","",""
"1.1.2.1","Pública","São Luís do Curu","2.6","3.0","3.5","3.2","3.5","4.0","4.0","4.4","4.7","",""
"1.1.2.1","Pública","Senador Pompeu","3.3","3.3","3.8","3.8","3.6","4.0","4.1","5.0","6.3","",""
"1.1.2.1","Pública","Senador Sá","3.7","3.9","4.0","4.0","4.4","4.4","5.0","5.1","5.8","",""
"1.1.2.1","Pública","Sobral","3.3","3.5","4.0","4.4","5.1","6.3","7.2","6.9","6.6","",""
"1.1.2.1","Pública","Solonópole","2.9","3.5","3.5","4.1","3.8","4.7","4.8","5.0","5.7","",""
"1.1.2.1","Pública","Tabuleiro do Norte","3.3","3.6","3.7","4.3","4.4","5.1","5.3","5.3","5.7","",""
"1.1.2.1","Pública","Tamboril","1.7","2.5","2.9","3.3","4.2","3.9","4.5","4.9","5.0","",""
"1.1.2.1","Pública","Tarrafas","3.1","2.6","2.9","3.9","4.6","4.6","5.0","5.1","5.2","",""
"1.1.2.1","Pública","Tauá","3.2","3.2","3.6","4.1","4.6","5.0","5.1","5.2","5.4","",""
"1.1.2.1","Pública","Tejuçuoca","2.8","2.7","3.8","3.8","4.3","4.2","5.0","4.5","5.0","",""
"1.1.2.1","Pública","Tianguá","3.2","3.2","3.9","4.0","4.3","5.0","5.1","5.2","5.2","",""
"1.1.2.1","Pública","Trairi","3.2","3.3","3.7","3.9","4.3","4.3","5.1","5.1","5.2","",""
"1.1.2.1","Pública","Tururu","3.1","3.1","3.4","3.5","4.3","5.3","4.8","4.8","5.1","",""
"1.1.2.1","Pública","Ubajara","3.6","3.3","4.1","4.7","4.9","5.2","5.3","5.5","5.2","",""
"1.1.2.1","Pública","Umari","2.1","2.7","3.1","3.2","3.5","4.6","4.7","4.9","5.1","",""
"1.1.2.1","Pública","Umirim","2.9","3.2","3.4","3.4","3.8","4.2","4.4","4.4","4.6","",""
"1.1.2.1","Pública","Uruburetama","3.1","3.3","3.5","3.7","4.2","4.5","4.7","5.0","4.8","",""
"1.1.2.1","Pública","Uruoca","3.2","3.7","3.5","4.0","3.7","4.4","4.8","5.2","7.7","",""
"1.1.2.1","Pública","Varjota","2.7","3.2","3.5","3.4","3.7","4.4","4.9","5.2","5.3","",""
"1.1.2.1","Pública","Várzea Alegre","3.0","3.1","3.6","3.7","4.1","4.1","4.4","5.0","4.9","",""
"1.1.2.1","Pública","Viçosa do Ceará","2.8","3.4","3.9","4.3","4.5","4.6","5.0","5.4","5.4","",""
"1.1.2.1.1","Municipal","Abaiara","3.4","3.2","5.8","4.3","4.4","4.1","4.5","4.5","4.6","",""
"1.1.2.1.1","Municipal","Acarape","2.6","3.3","3.5","2.9","3.4","3.9","4.7","4.9","5.4","",""
"1.1.2.1.1","Municipal","Acaraú","3.2","3.4","3.6","4.1","4.2","4.5","5.1","5.3","5.2","",""
"1.1.2.1.1","Municipal","Acopiara","3.0","3.5","4.0","4.1","4.3","5.4","5.2","5.5","5.1","",""
"1.1.2.1.1","Municipal","Aiuaba","2.2","4.1","4.5","4.8","4.4","4.8","4.8","5.5","5.5","",""
"1.1.2.1.1","Municipal","Alcântaras","2.5","3.2","3.3","3.6","3.8","4.8","4.9","5.1","6.0","",""
"1.1.2.1.1","Municipal","Altaneira","3.4","3.7","4.1","3.6","4.3","5.1","5.4","5.4","4.8","",""
"1.1.2.1.1","Municipal","Alto Santo","-","3.3","3.6","3.9","4.4","4.6","4.6","5.8","5.3","",""
"1.1.2.1.1","Municipal","Amontada","3.1","3.4","3.6","3.9","4.3","4.6","5.0","5.2","5.4","",""
"1.1.2.1.1","Municipal","Antonina do Norte","2.4","2.2","2.8","3.8","4.1","4.4","4.4","5.1","5.0","",""
"1.1.2.1.1","Municipal","Apuiarés","3.2","-","3.7","3.8","3.9","4.9","4.6","5.2","5.3","",""
"1.1.2.1.1","Municipal","Aquiraz","2.5","2.9","3.7","4.2","4.8","4.7","4.3","5.1","5.3","",""
"1.1.2.1.1","Municipal","Aracati","2.8","3.4","3.5","3.5","4.1","4.3","4.7","5.2","5.4","",""
"1.1.2.1.1","Municipal","Aracoiaba","2.6","3.1","3.3","3.2","3.8","4.2","4.6","4.9","4.7","",""
"1.1.2.1.1","Municipal","Ararendá","2.7","2.9","3.5","3.4","3.9","4.8","5.4","6.9","8.1","",""
"1.1.2.1.1","Municipal","Araripe","2.4","3.1","3.3","4.1","4.2","4.6","5.0","5.6","5.2","",""
"1.1.2.1.1","Municipal","Aratuba","3.3","3.9","4.0","4.8","5.2","5.0","5.3","5.3","5.2","",""
"1.1.2.1.1","Municipal","Arneiroz","2.9","3.1","2.5","4.0","4.3","4.7","4.4","4.8","4.8","",""
"1.1.2.1.1","Municipal","Assaré","2.9","2.8","3.5","3.9","4.1","4.6","4.8","4.7","4.8","",""
"1.1.2.1.1","Municipal","Aurora","3.0","3.0","3.2","2.8","3.2","4.4","4.8","4.7","4.9","",""
"1.1.2.1.1","Municipal","Baixio","-","3.1","2.7","3.1","4.6","4.3","4.3","4.4","5.0","",""
"1.1.2.1.1","Municipal","Banabuiú","2.6","3.8","3.8","3.5","3.9","4.8","4.4","4.9","5.1","",""
"1.1.2.1.1","Municipal","Barbalha","3.0","3.4","3.5","3.8","4.6","4.9","5.3","5.5","4.8","",""
"1.1.2.1.1","Municipal","Barreira","2.7","3.2","3.7","3.8","4.0","4.3","4.6","4.8","4.7","",""
"1.1.2.1.1","Municipal","Barro","3.0","3.9","3.8","3.7","3.6","4.1","5.2","5.4","5.2","",""
"1.1.2.1.1","Municipal","Barroquinha","2.8","3.1","3.1","3.6","4.1","4.3","5.3","5.9","5.5","",""
"1.1.2.1.1","Municipal","Baturité","2.7","3.3","3.1","3.9","3.6","3.8","4.0","4.5","5.4","",""
"1.1.2.1.1","Municipal","Beberibe","3.0","3.4","4.0","4.5","4.8","4.8","5.3","5.4","5.5","",""
"1.1.2.1.1","Municipal","Bela Cruz","3.9","3.4","3.6","3.8","4.2","5.0","5.6","5.7","6.1","",""
"1.1.2.1.1","Municipal","Boa Viagem","2.9","-","3.5","3.8","4.0","4.3","4.8","4.8","4.7","",""
"1.1.2.1.1","Municipal","Brejo Santo","2.7","2.8","3.5","4.5","5.6","6.7","6.3","5.8","6.1","",""
"1.1.2.1.1","Municipal","Camocim","3.3","3.6","3.9","4.0","4.0","4.6","5.3","5.2","5.7","",""
"1.1.2.1.1","Municipal","Campos Sales","2.6","2.7","3.4","3.5","3.6","4.4","4.7","5.8","4.9","",""
"1.1.2.1.1","Municipal","Canindé","2.9","3.5","4.2","4.0","4.1","4.3","4.7","5.8","5.6","",""
"1.1.2.1.1","Municipal","Capistrano","2.9","3.0","3.5","3.3","3.3","4.2","4.4","4.7","4.5","",""
"1.1.2.1.1","Municipal","Caridade","2.6","3.2","3.8","3.9","3.8","4.0","4.6","4.9","5.1","",""
"1.1.2.1.1","Municipal","Cariré","3.2","3.3","3.4","3.8","5.0","5.7","5.2","5.8","6.0","",""
"1.1.2.1.1","Municipal","Caririaçu","2.8","2.7","3.3","3.5","3.8","4.4","4.7","4.8","5.0","",""
"1.1.2.1.1","Municipal","Cariús","-","2.9","3.5","4.0","4.2","4.4","4.4","5.0","5.6","",""
"1.1.2.1.1","Municipal","Carnaubal","3.2","3.2","3.2","3.6","4.6","5.2","4.8","5.2","5.4","",""
"1.1.2.1.1","Municipal","Cascavel","2.8","2.9","3.2","3.6","4.4","5.1","5.1","5.4","5.6","",""
"1.1.2.1.1","Municipal","Catarina","2.3","2.8","3.4","3.3","3.7","3.8","4.2","4.9","4.6","",""
"1.1.2.1.1","Municipal","Catunda","3.0","3.1","3.2","3.4","3.6","4.1","5.8","6.9","7.3","",""
"1.1.2.1.1","Municipal","Caucaia","3.3","3.7","3.5","3.6","3.8","4.0","4.3","4.2","4.6","",""
"1.1.2.1.1","Municipal","Cedro","2.8","3.1","3.6","3.7","4.0","4.3","4.5","4.7","5.6","",""
"1.1.2.1.1","Municipal","Chaval","2.9","2.9","3.1","3.4","3.3","4.2","4.6","5.0","5.4","",""
"1.1.2.1.1","Municipal","Choró","2.6","3.2","3.1","3.6","3.1","3.8","4.4","4.9","5.0","",""
"1.1.2.1.1","Municipal","Chorozinho","2.3","2.9","3.4","3.2","3.7","4.2","4.6","5.4","5.7","",""
"1.1.2.1.1","Municipal","Coreaú","2.8","3.2","3.6","3.9","4.9","5.6","5.4","5.7","5.2","",""
"1.1.2.1.1","Municipal","Crateús","2.5","3.0","3.3","3.5","4.0","4.6","4.6","5.1","5.3","",""
"1.1.2.1.1","Municipal","Crato","2.7","2.8","3.4","3.8","3.9","4.1","4.2","5.0","5.4","",""
"1.1.2.1.1","Municipal","Croatá","3.3","3.5","3.4","3.4","3.6","4.4","4.7","5.2","5.7","",""
"1.1.2.1.1","Municipal","Cruz","3.9","4.0","4.5","4.5","4.8","5.7","6.4","6.9","7.6","",""
"1.1.2.1.1","Municipal","Deputado Irapuan Pinheiro","3.3","3.7","4.0","4.5","4.7","5.4","5.1","5.4","7.0","",""
"1.1.2.1.1","Municipal","Ereré","2.5","2.3","2.6","3.7","4.3","4.1","4.3","4.8","4.9","",""
"1.1.2.1.1","Municipal","Eusébio","3.9","3.8","4.3","4.6","4.6","4.9","5.2","5.3","5.9","",""
"1.1.2.1.1","Municipal","Farias Brito","2.8","3.3","3.1","3.8","4.3","4.5","5.5","5.1","5.7","",""
"1.1.2.1.1","Municipal","Forquilha","3.0","3.0","4.3","4.5","4.9","5.0","5.5","5.7","5.6","",""
"1.1.2.1.1","Municipal","Fortaleza","2.5","2.7","3.3","3.5","3.8","4.4","4.9","5.2","5.2","",""
"1.1.2.1.1","Municipal","Fortim","3.0","3.1","3.7","3.9","4.8","4.6","5.0","5.7","6.0","",""
"1.1.2.1.1","Municipal","Frecheirinha","2.6","2.7","3.4","3.6","4.5","5.9","6.1","5.9","6.1","",""
"1.1.2.1.1","Municipal","General Sampaio","2.5","3.6","3.5","-","4.7","4.9","5.2","5.1","5.6","",""
"1.1.2.1.1","Municipal","Graça","3.4","2.7","3.8","4.0","4.3","4.4","5.2","5.3","6.4","",""
"1.1.2.1.1","Municipal","Granja","3.0","3.3","3.6","3.3","3.7","4.7","5.1","5.0","4.8","",""
"1.1.2.1.1","Municipal","Granjeiro","3.1","3.2","3.8","4.2","5.2","4.1","5.0","5.5","5.0","",""
"1.1.2.1.1","Municipal","Groaíras","3.1","3.5","4.6","5.4","5.5","5.5","5.9","6.1","6.0","",""
"1.1.2.1.1","Municipal","Guaiúba","2.6","2.8","2.9","3.3","3.7","3.9","4.2","4.6","4.9","",""
"1.1.2.1.1","Municipal","Guaraciaba do Norte","3.1","3.5","3.5","3.7","4.7","4.4","4.8","5.2","5.8","",""
"1.1.2.1.1","Municipal","Guaramiranga","-","3.6","4.3","4.2","4.3","4.9","5.0","5.1","5.2","",""
"1.1.2.1.1","Municipal","Hidrolândia","3.4","2.9","3.5","3.9","4.0","4.4","4.6","5.1","5.3","",""
"1.1.2.1.1","Municipal","Horizonte","3.0","3.4","3.9","4.6","4.9","-","5.2","5.7","5.6","",""
"1.1.2.1.1","Municipal","Ibaretama","3.2","3.0","2.8","3.1","3.2","3.8","4.2","4.3","4.5","",""
"1.1.2.1.1","Municipal","Ibiapina","2.7","3.3","3.3","3.6","3.7","4.2","5.0","5.2","5.1","",""
"1.1.2.1.1","Municipal","Ibicuitinga","-","3.1","3.2","3.7","4.3","4.3","4.6","5.3","5.3","",""
"1.1.2.1.1","Municipal","Icapuí","2.4","3.2","3.6","3.7","4.3","-","5.0","4.9","5.1","",""
"1.1.2.1.1","Municipal","Icó","2.3","2.3","2.6","3.1","3.4","3.6","4.1","4.2","-","",""
"1.1.2.1.1","Municipal","Iguatu","2.8","3.2","3.5","3.8","4.4","4.4","4.6","5.1","5.2","",""
"1.1.2.1.1","Municipal","Independência","-","3.2","3.7","4.3","4.5","5.2","5.5","5.9","6.8","",""
"1.1.2.1.1","Municipal","Ipaporanga","2.8","2.9","3.9","3.7","4.2","4.7","5.1","5.2","5.2","",""
"1.1.2.1.1","Municipal","Ipaumirim","2.3","2.5","2.4","-","3.9","3.7","4.0","3.9","5.0","",""
"1.1.2.1.1","Municipal","Ipu","-","3.1","3.2","3.5","3.5","3.7","4.2","4.9","5.3","",""
"1.1.2.1.1","Municipal","Ipueiras","2.4","2.9","2.9","3.4","3.7","3.9","4.5","5.1","5.1","",""
"1.1.2.1.1","Municipal","Iracema","2.6","3.1","3.2","3.4","4.0","3.9","4.6","4.8","5.2","",""
"1.1.2.1.1","Municipal","Irauçuba","3.2","3.5","3.8","4.1","4.5","5.1","5.1","5.7","5.5","",""
"1.1.2.1.1","Municipal","Itaiçaba","3.5","4.3","5.3","4.7","4.0","5.0","5.9","5.9","5.8","",""
"1.1.2.1.1","Municipal","Itaitinga","3.2","3.0","3.9","4.6","4.1","4.3","4.5","4.8","5.1","",""
"1.1.2.1.1","Municipal","Itapajé","3.1","3.6","3.6","3.7","4.4","4.5","5.1","5.3","5.4","",""
"1.1.2.1.1","Municipal","Itapipoca","3.0","2.8","3.6","3.9","4.1","4.6","5.0","5.3","5.4","",""
"1.1.2.1.1","Municipal","Itapiúna","2.8","2.8","3.3","3.5","3.5","4.0","4.4","4.7","5.0","",""
"1.1.2.1.1","Municipal","Itarema","3.0","3.1","4.2","4.4","3.7","4.9","4.8","4.9","5.0","",""
"1.1.2.1.1","Municipal","Itatira","3.2","3.5","3.2","3.8","3.8","4.8","5.7","5.9","5.2","",""
"1.1.2.1.1","Municipal","Jaguaretama","2.9","4.2","4.2","4.2","3.9","4.6","4.4","5.3","5.5","",""
"1.1.2.1.1","Municipal","Jaguaribara","-","3.0","3.2","2.9","3.7","3.7","4.8","5.1","5.0","",""
"1.1.2.1.1","Municipal","Jaguaribe","2.6","2.7","3.5","3.8","4.4","4.7","5.2","5.3","5.1","",""
"1.1.2.1.1","Municipal","Jaguaruana","3.2","3.2","3.6","4.5","4.0","4.9","4.7","5.3","5.3","",""
"1.1.2.1.1","Municipal","Jardim","3.2","3.7","4.0","3.9","4.3","4.7","4.5","4.9","4.9","",""
"1.1.2.1.1","Municipal","Jati","3.2","3.2","4.1","4.8","4.8","4.3","4.7","4.9","4.3","",""
"1.1.2.1.1","Municipal","Jijoca de Jericoacoara","3.5","4.4","4.7","5.2","4.6","6.5","6.7","7.0","7.0","",""
"1.1.2.1.1","Municipal","Juazeiro do Norte","3.1","3.3","3.5","3.5","3.6","4.3","4.3","4.8","5.0","",""
"1.1.2.1.1","Municipal","Jucás","2.9","3.2","3.9","4.2","3.8","4.7","4.8","5.5","5.7","",""
"1.1.2.1.1","Municipal","Lavras da Mangabeira","3.1","2.9","3.1","3.3","3.5","4.2","4.1","4.4","4.9","",""
"1.1.2.1.1","Municipal","Limoeiro do Norte","3.1","3.9","3.5","4.2","4.6","4.5","5.0","5.6","5.7","",""
"1.1.2.1.1","Municipal","Madalena","2.6","3.3","3.7","3.8","4.1","4.2","4.9","4.2","5.0","",""
"1.1.2.1.1","Municipal","Maracanaú","3.0","3.6","4.3","4.3","4.4","4.7","4.9","5.3","5.2","",""
"1.1.2.1.1","Municipal","Maranguape","2.9","3.4","3.7","3.8","3.9","4.6","4.8","5.0","5.1","",""
"1.1.2.1.1","Municipal","Marco","2.3","2.9","3.4","3.7","3.8","4.7","4.4","5.0","5.1","",""
"1.1.2.1.1","Municipal","Martinópole","3.1","3.4","3.8","4.3","4.4","4.9","5.8","5.6","5.8","",""
"1.1.2.1.1","Municipal","Massapê","3.6","3.3","3.6","3.6","3.7","5.0","4.8","4.9","5.9","",""
"1.1.2.1.1","Municipal","Mauriti","2.7","3.1","3.6","3.6","4.4","4.3","4.5","4.8","4.6","",""
"1.1.2.1.1","Municipal","Meruoca","3.1","3.7","4.4","5.0","5.3","5.4","5.8","5.9","5.9","",""
"1.1.2.1.1","Municipal","Milagres","2.9","3.9","3.8","3.5","4.3","4.6","4.9","5.0","4.8","",""
"1.1.2.1.1","Municipal","Milhã","2.9","3.1","3.7","3.8","4.2","5.4","6.6","6.4","6.3","",""
"1.1.2.1.1","Municipal","Miraíma","-","3.0","3.4","3.5","3.7","3.9","4.3","4.5","4.6","",""
"1.1.2.1.1","Municipal","Missão Velha","2.8","2.8","3.6","3.5","3.0","4.4","4.4","4.3","4.6","",""
"1.1.2.1.1","Municipal","Mombaça","2.8","3.5","3.1","3.8","4.0","4.3","4.7","5.5","5.3","",""
"1.1.2.1.1","Municipal","Monsenhor Tabosa","2.8","2.5","3.0","3.9","4.2","4.2","4.9","4.5","5.8","",""
"1.1.2.1.1","Municipal","Morada Nova","3.0","3.0","3.2","3.8","4.1","4.3","4.4","4.4","5.1","",""
