"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Unidade","Multiplicador"
"3.3.1.1","Agropecuária","Campos Sales","5495","5055","4435","6590","11750","6689","5443","7706","4122","7719","6820","5605","8008","4204",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Canindé","19970","19177","14131","26877","33894","32357","23931","32253","34000","63768","37054","35577","49646","29944",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Capistrano","3840","4760","3483","4506","7447","5494","5849","9429","8519","10783","6454","6302","10103","4615",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Caridade","2577","3537","2308","3045","5059","4486","4568","6231","5773","11242","5231","6447","11086","6132",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cariré","4096","4934","5648","7001","13648","9711","9000","11416","11738","14028","11152","10821","11715","9298",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Caririaçu","3906","5765","4196","7291","11601","8619","5836","7845","7500","14354","13652","7384","11640","7011",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cariús","3236","4379","3795","4285","6466","5560","3625","4603","4919","6562","6334","5897","7666","5069",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Carnaubal","3892","5038","3202","3621","4902","6675","6823","9687","9854","14368","17225","14958","21648","15963",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cascavel","9657","14185","12448","17269","19628","21372","20512","25936","21391","29281","26133","27023","30274","26871",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Catarina","2683","3533","2299","4067","4389","4629","3211","3590","3405","5801","4184","4951","5304","3090",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Catunda","4138","4174","3410","5434","6635","5595","6055","8320","6681","11173","6677","8218","12143","6935",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Caucaia","15440","17081","17400","18329","22431","23281","23214","29073","27716","32481","30477","33486","36026","28855",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cedro","5975","6637","4432","5626","8907","7380","5769","7085","6845","8190","8283","8451","11204","8559",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Chaval","1816","1784","2118","2519","3389","4258","4171","5762","4631","5333","5257","4965","5593","4680",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Choró","4268","5182","3101","6342","6891","5370","5319","6739","5784","8319","6247","6045","8586","5141",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Chorozinho","6648","5810","7036","8206","8920","12696","8053","11339","6949","11612","10464","9643","12886","7978",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Coreaú","1951","2295","3575","3772","5173","4253","4439","5282","4819","5647","5166","5685","5841","5700",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Crateús","15342","17390","26405","22285","33272","22987","20432","27259","17740","26040","19692","16228","39387","18426",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Crato","10411","10218","8042","10397","13869","11986","12333","15432","14465","21606","21015","21879","25832","16337",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Croatá","5541","8698","8607","6490","10908","12549","13446","19676","13297","25498","21729","18904","19910","14409",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cruz","6556","7185","7023","9153","10661","11048","7944","11041","8086","14014","9007","12392","14439","12583",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Deputado Irapuan Pinheiro","3324","3976","2343","4369","5395","4558","4407","6095","4320","8701","6772","4300","7138","3481",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ereré","2378","4684","1525","2228","3119","2882","2444","2859","3776","4875","4434","4169","5156","4501",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Eusébio","2848","3424","3309","3713","4997","4571","5178","6305","6405","8732","7719","6187","7596","7201",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Farias Brito","3932","3330","2480","4184","6574","4570","3846","4997","4314","8590","7108","5055","9327","5373",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Forquilha","2572","3125","3274","4095","6788","5195","5506","7449","5489","7045","6227","5589","7079","6135",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Fortaleza","16550","18878","16726","22241","29418","30022","28859","38723","37452","46101","35827","35529","40153","32844",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Fortim","4361","5412","4206","6019","10621","9585","11045","15310","11379","13801","12406","16285","15958","12184",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Frecheirinha","2522","4530","3493","2968","5105","4935","4026","5686","4696","7459","6684","7060","7958","5930",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","General Sampaio","2552","2678","2104","2708","3434","3201","3251","4280","4139","6157","4686","4036","6383","4080",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Graça","2020","2243","3334","3759","5336","6021","4970","6751","5587","5577","5455","4588","6670","4294",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Granja","8337","8942","9951","11313","12695","13425","13815","17004","17764","22488","23764","21563","23094","15646",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Granjeiro","1030","1046","824","1094","1852","1365","1322","1809","2021","3760","3813","2398","3310","2516",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Groaíras","1353","1552","1514","2232","2806","2338","2299","2980","2899","3241","3047","2680","3303","2343",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Guaiúba","3753","4062","4996","5273","6231","6276","6240","7754","8173","10524","8817","8907","8182","7096",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Guaraciaba do Norte","11787","18460","19800","20713","33420","33651","34216","48421","48464","58518","49335","49352","52961","42536",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Guaramiranga","2410","3128","2578","2529","3790","4080","5118","6387","6068","7575","7171","6938","7838","4582",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Hidrolândia","7465","8256","7127","11816","15912","15223","14332","19992","16525","23914","17420","17714","26053","17486",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Horizonte","6064","6692","7578","9349","14899","13006","17300","19022","18675","24206","26289","19599","23788","24169",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibaretama","5173","5887","3516","8925","9612","6962","8913","12070","7946","13271","7953","6027","11739","5483",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibiapina","19353","28309","22410","28248","43799","43200","38864","52941","54233","68925","54707","54860","66943","54273",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibicuitinga","3517","5373","2987","5742","6775","4327","6761","9345","5787","8050","5672","5081","8167","4018",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Icapuí","10129","12658","11340","15922","14597","16269","26580","36841","52638","58542","61879","79910","73998","98945",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Icó","12871","16317","10617","13679","20367","19467","17649","23475","20125","22416","24414","23934","25369","19849",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Iguatu","17804","21924","29373","27297","32831","32311","26747","43570","27963","34650","26418","29920","38434","23102",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Independência","10684","11864","10417","13223","16431","14625","14143","17580","14425","24854","19714","15653","27862","14456",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ipaporanga","3178","3782","6508","5523","8238","5533","4629","6260","3573","5846","3987","3060","7658","3000",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ipaumirim","2024","2891","1825","3148","4006","3393","3060","3693","3535","5593","4496","4135","5367","4277",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ipu","8111","13352","12677","12994","19070","20126","20159","30604","25565","26215","24804","21485","30234","22064",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ipueiras","8236","11181","11124","10163","15535","15123","12415","17364","19523","26180","23609","24042","31738","24349",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Iracema","3411","5080","2793","3793","4625","4844","4561","5142","7092","7818","8002","8425","9016","8430",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Irauçuba","6366","6866","5062","8029","9355","9038","9537","11294","11358","15598","12790","10562","16598","11513",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itaiçaba","1620","1922","4039","5444","6474","7050","7916","11089","10408","4335","3016","3465","3686","2829",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itaitinga","1271","1466","1672","1922","2536","2597","2707","3504","3087","3369","3038","2798","3231","3004",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itapajé","7310","7054","10529","10767","13162","13916","12707","17763","13564","22493","18080","17246","19845","12765",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itapipoca","24737","25024","24533","25565","34185","40846","31446","44591","30753","50388","37589","38539","57248","44619",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itapiúna","3935","4568","3350","4559","6353","4643","6372","9350","8985","14278","7281","7384","11069","5626",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itarema","20113","15195","15342","18602","20417","23700","17593","24407","19150","28199","22994","24878","32250","25525",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itatira","9264","11670","7283","10685","17180","16178","12500","17395","17541","29992","18563","17214","26797","12346",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaguaretama","14764","16931","13536","18400","23948","20980","20048","24244","24614","33246","27116","23660","30151","20407",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaguaribara","5687","6402","5457","7454","7645","7296","6319","7878","8309","11593","9800","8840","11025","9007",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaguaribe","14304","16325","14463","19065","24318","24576","23649","28791","29370","36639","31474","30443","34397","28050",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaguaruana","14787","13096","11351","14239","18960","20879","20113","30613","21636","34491","34759","31640","40305","24601",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jardim","4457","5929","4775","6471","10191","7596","7188","8786","10570","15623","15890","11041","14155","6934",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jati","3522","2594","1285","2066","3609","2246","2506","3475","3329","6691","6529","3842","4893","2547",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jijoca de Jericoacoara","3454","3737","3835","5047","5707","5908","4343","6001","4335","6941","5132","5742","7330","6138",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Juazeiro do Norte","2740","3227","2448","3840","5115","4499","4210","5351","5327","7427","7083","5910","7229","6094",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jucás","4325","4546","5374","4757","7311","6616","4108","4976","5176","7150","6556","6720","8955","6454",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Lavras da Mangabeira","7608","10936","6139","11909","14685","9840","10124","13135","12582","14192","15368","12143","15583","12115",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Limoeiro do Norte","27827","22197","26772","26669","31345","47566","72453","105502","154498","190739","60055","52587","61366","41371",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Madalena","5343","7795","8714","15341","15854","11181","10463","12725","12779","22101","13940","15214","21424","13143",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Maracanaú","2124","1726","1333","1594","2193","2313","2223","2661","2774","3061","2907","3192","2340","2149",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Maranguape","12607","14880","13529","14753","18977","19835","18377","23528","24239","33102","27231","28726","32888","21760",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Marco","4341","5434","5741","6827","9998","9029","6260","8306","11971","10441","8463","7777","12457","11422",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Martinópole","1669","1597","2138","2018","1781","1924","1655","2252","1757","2240","2205","2083","4248","2899",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Massapê","5902","6583","9444","10010","16340","13839","14472","20249","16523","18503","15187","12175","18687","14341",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mauriti","17049","19567","16180","19627","27180","21756","16821","22173","35744","43143","45655","27153","41379","21788",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Meruoca","2655","3416","3197","2906","4592","4519","4126","5624","4333","4970","4462","4974","6167","5217",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Milagres","12885","12516","6481","10295","15374","7690","5884","7047","8435","11480","13109","8914","13371","7867",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Milhã","4078","5194","3852","7723","7579","6202","7767","10405","8391","15746","7917","8022","12147","6267",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Miraíma","3297","3666","2563","3756","4281","4264","4563","5571","4545","6924","4548","4698","5520","4771",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Missão Velha","9563","10235","8848","10376","14640","11480","10362","12917","15698","18501","23203","17203","20700","14046",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mombaça","10615","11984","8249","13040","16549","15379","13571","16671","14810","21424","14468","17398","20717","12022",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Monsenhor Tabosa","3965","5505","4573","6214","7968","6757","5646","7287","7030","13152","6592","5657","13823","5395",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Morada Nova","19884","19593","15494","24282","32630","29902","28635","41243","37863","55655","43525","45141","54412","36780",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Moraújo","1455","1688","2174","2243","4726","4234","5350","5973","3228","3784","3807","4049","4195","3406",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Morrinhos","5315","5127","3709","5950","14252","7188","4783","6145","5025","8789","6730","7499","12301","10260",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mucambo","1691","1734","3110","3904","5490","6275","3832","5388","4243","3918","3761","3277","5477","3710",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mulungu","3976","5627","4960","5041","7530","8528","8447","11064","16381","19339","13090","12869","14675","8700",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Olinda","2742","2263","1254","2586","3013","2185","2076","2850","2712","4238","4478","4558","6678","3510",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Russas","8461","7831","8032","7808","9348","8235","7827","10562","8842","13006","8891","8212","11368","8374",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Novo Oriente","8691","10999","14099","13622","13990","8804","9149","12723","8640","12517","10386","7494","27060","8422",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ocara","8046","8511","7925","11686","12191","12387","10270","15166","9398","16442","11902","10073","15962","9718",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Orós","5859","6252","4748","6465","8524","8557","8641","11505","9713","11158","11927","11717","12654","10118",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pacajus","11008","9073","15857","16492","27420","20634","18114","24330","23254","27068","25494","23052","22462","25397",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pacatuba","2708","2857","2793","2817","4115","3899","3839","4901","4511","5332","5516","5650","5335","5242",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pacoti","5670","7616","5400","5270","7451","7690","7881","11165","10264","13661","12455","12461","15619","7980",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pacujá","780","904","1686","1978","2752","2229","1983","2681","2289","1970","2060","1634","2364","1660",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Palhano","2186","2279","2742","4956","3635","6437","3746","5195","13478","8265","11451","14360","11213","5958",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Palmácia","2554","3123","2762","2430","3348","3293","3347","5349","3871","5354","5209","5606","7633","3867",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paracuru","13059","11904","11343","12220","13709","14025","15450","19183","23065","23048","22390","21714","24035","22790",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paraipaba","13351","15032","14421","15731","20666","20969","21347","28225","26592","26610","25297","26515","38441","29159",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Parambu","9698","10922","15164","16210","21158","12804","18110","26100","13602","27036","17082","13220","19776","9221",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paramoti","2448","3135","2105","3314","4918","5097","4665","6368","7077","9302","6291","7557","13000","7157",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pedra Branca","7305","9869","9017","20696","16341","14148","14913","22078","13969","31599","15039","14218","24917","9522",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Penaforte","3276","1782","825","1355","2679","1419","1179","1477","2399","3932","4043","2405","3786","3204",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pentecoste","7387","8049","6850","9176","10405","10022","10290","12895","12223","15487","15003","16373","21047","16319",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pereiro","3222","4910","2717","5088","6333","5389","3890","5129","4749","7713","6113","4494","7313","4383",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pindoretama","3978","4332","4365","4809","7498","7329","10232","10629","9917","10646","12118","10215","9495","9283",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Piquet Carneiro","3350","4370","2798","4816","5973","5528","4824","6172","6309","8872","6603","6959","8533","5341",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pires Ferreira","3627","3703","3921","4270","5815","5358","6165","9287","5740","8289","7246","8363","10396","7154",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Poranga","2181","2248","3271","2584","3156","2860","2924","3766","2274","3662","2880","2799","3890","2922",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Porteiras","5437","5067","4692","5594","9134","5753","4695","5981","7313","11014","10358","8403","10505","6478",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Potengi","2696","2168","1309","2239","3479","2344","3010","4589","2132","4423","3641","3137","4395","2775",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Potiretama","3302","5292","2352","3619","3994","4829","3367","4040","4530","6005","5949","5150","7102","4543",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quiterianópolis","5648","6496","7974","9962","8565","6472","9286","13764","7352","12916","8711","7035","10653","6191",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quixadá","17796","23887","15658","27342","34845","27747","33509","40298","32194","46708","37791","33493","43630","33616",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quixelô","7816","8482","14238","12364","14440","11113","11262","18323","10446","13041","9918","10193","14236","7983",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quixeramobim","18747","23059","16757","22857","35773","31385","30213","38033","33499","43161","33761","33360","48414","29797",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quixeré","4279","15889","35733","47811","45129","86686","69589","100639","107736","118854","53339","23875","46124","43847",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Redenção","3332","4360","5056","5008","6615","7706","6790","11293","7149","11024","10397","10964","15721","8063",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Reriutaba","4399","6684","8848","7615","10533","8911","8461","12154","9506","11538","10593","12819","15950","12209",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Russas","11892","12584","10514","14647","16545","18030","21352","28623","25543","47459","28099","52467","50584","56056",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Saboeiro","4140","4814","3399","4778","5653","5436","4683","5573","5314","6729","5827","6190","7252","4741",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Salitre","6767","6048","10411","16248","28939","15189","9673","13649","18544","39958","31930","12637","19216","5499",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santana do Acaraú","9042","10784","11895","14825","18984","19201","18282","23958","22993","26197","21168","20214","25879","18152",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santana do Cariri","5796","5996","4324","5647","8443","7182","8213","11435","9667","13523","15103","13223","20521","9444",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santa Quitéria","15091","18978","12501","21138","29127","26215","25343","31416","27736","46580","31473","38350","46180","28917",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Benedito","10765","16496","15200","18594","27889","28891","31362","41357","40830","48271","50248","54964","59383","52003",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Gonçalo do Amarante","11914","12313","11136","13516","14481","15572","17312","21651","20783","26860","28889","21977","25164","22559",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São João do Jaguaribe","4300","4403","4742","6888","6759","7035","5143","7083","7417","8523","8595","8800","8292","6303",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Luís do Curu","2049","1852","1854","2255","2379","2467","3576","4984","3966","5059","3514","3225","5768","3369",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Senador Pompeu","6244","7300","6264","12358","11221","10896","10389","14351","10594","20704","10538","10578","17910","8124",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Senador Sá","1401","1844","2681","2846","3963","4714","5401","7619","6081","6622","6371","3233","7127","4877",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Sobral","11098","13838","12410","14651","20181","20624","21286","27783","26983","34594","23280","24545","33532","25406",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Solonópole","11825","12922","11472","15271","19577","18793","18944","25588","23853","36674","24890","21427","29345","18549",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tabuleiro do Norte","8928","10418","7276","7488","10083","9886","7428","9949","9774","12228","12963","13544","16747","11171",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tamboril","6976","8895","7682","10596","13299","10100","9800","11791","11183","18275","11257","10579","20025","9426",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tarrafas","1865","1732","2564","2873","4820","2711","1907","2700","1908","4183","3253","1965","5579","2375",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tauá","17943","19932","19272","22893","31462","26312","27388","36600","28423","48508","30090","25423","43496","23890",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tejuçuoca","2562","2569","2020","3370","3765","3627","3774","4798","5133","6252","5538","4479","6636","4431",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tianguá","30036","37613","34842","42184","64453","66314","64650","89463","84559","119713","89248","82028","101427","76867",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Trairi","22994","15395","18932","22861","24592","27927","22162","31575","21052","34912","27176","31777","39911","33833",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tururu","3871","3178","2455","2738","4235","4597","3730","5275","3285","6727","2163","4310","7513","5510",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ubajara","11971","23803","13225","18255","26496","30931","25784","36444","37791","45232","43229","43562","51815","42344",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Umari","1737","2175","1673","2576","3397","3046","2893","3412","3501","4903","4162","3949","4730","3513",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Umirim","4066","5200","4979","5750","7373","7185","7326","9956","9144","12556","8977","8447","18324","12730",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Uruburetama","2677","3811","4645","4218","5047","7942","5839","8770","7301","8991","8016","8330","7976","4751",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Uruoca","2278","2881","3194","3261","3976","3698","3963","5140","4664","5370","5068","4553","7559","6045",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Varjota","2751","4368","4071","5366","9523","11041","7626","11019","10110","13254","14627","19824","21898","20553",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Várzea Alegre","7331","8694","5035","7410","13939","8491","7700","11120","7794","16833","12419","11181","17025","9409",,,,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Viçosa do Ceará","9229","13264","12703","13724","22652","27226","25860","35647","36730","42660","40169","37084","40683","34402",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Abaiara","889","870","913","1016","1085","1541","1746","2303","2691","2990","3293","3533","3739","4323",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Acarape","10350","11217","10595","9868","8929","8610","6765","8134","10561","11890","14340","9289","21116","21449",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Acaraú","8304","8991","9403","11985","17975","26810","22860","20906","33663","43064","42522","85100","93769","113600",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Acopiara","8464","7956","7922","8235","7704","11010","11956","12788","14264","17489","20321","22732","24842","26756",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aiuaba","1724","1495","1545","1474","1490","2033","2566","2827","3364","3488","4020","4516","4978","5761",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Alcântaras","994","903","987","1098","1119","1585","1784","2640","2471","2727","3253","3563","4067","4625",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Altaneira","724","659","692","766","793","1246","1372","1673","1812","2316","2603","2893","3154","3453",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Alto Santo","13635","8866","8962","11111","8072","6910","4642","5489","6563","8050","8247","8914","9245","10123",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Amontada","14014","21980","20617","27605","32628","36608","48585","51382","41075","51772","31326","103130","123415","153197",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Antonina do Norte","755","722","722","851","929","1286","1436","1703","1903","2449","2798","3072","3470","3928",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Apuiarés","1397","1263","1387","1579","1718","2325","2646","3147","3547","4250","4769","5293","5681","6501",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aquiraz","58799","65900","70030","88459","73238","107546","119701","129962","134403","174017","232542","248593","264568","291433",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aracati","42536","43134","49441","61824","66679","101877","97838","98382","92724","112688","120017","154413","336318","423117",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aracoiaba","3063","2592","4796","6490","5995","5075","5180","6354","7372","9316","11491","11648","14324","17130",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Ararendá","1186","962","1019","1149","1235","1719","1939","2357","2720","2763","3184","3378","4123","4615",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Araripe","1944","1795","1921","2216","2411","3450","3801","4441","5104","5863","6699","7456","8253","9217",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aratuba","1375","1184","1266","1398","1447","2011","2321","2677","3017","3400","3730","4123","4276","4781",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Arneiroz","800","739","779","869","958","1301","1362","1671","1837","2272","2656","2908","3151","3748",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Assaré","2213","2200","2307","2572","2675","3764","4130","4856","5868","7004","8351","9556","10718","11350",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Aurora","3341","2949","2777","3089","3327","4576","5176","6029","6801","7708","8886","9797","10765","11940",,,,,,,,,,"R$",1000
"3.3.1.2","Indústria","Baixio","824","645","663","733","827","1202","1344","1599","1718","1977","2384","2517","2717","2863",,,,,,,,,,"R$",1000
