"Posição","Nome","Localidade","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Unidade","Multiplicador"
"1.1","Nascidos vivos","Jaguaruana","460","369","430","433","407","377","439","419","389","418","440","406","414","370","353","369","304","nascimentos",1
"1.1","Nascidos vivos","Varjota","289","260","226","252","269","279","277","286","243","208","273","254","328","273","270","258","259","nascimentos",1
"1.1","Nascidos vivos","Graça","254","251","260","225","184","202","159","175","148","137","187","159","161","170","180","199","146","nascimentos",1
"1.1","Nascidos vivos","Acopiara","801","784","784","785","734","682","658","578","631","629","584","563","589","603","545","552","519","nascimentos",1
"1.1","Nascidos vivos","Itatira","346","397","383","324","334","289","310","259","304","327","277","304","324","328","319","271","247","nascimentos",1
"1.1","Nascidos vivos","Iracema","221","184","172","182","175","173","180","156","185","189","182","155","150","177","170","142","135","nascimentos",1
"1.1","Nascidos vivos","Guaiúba","350","341","371","383","335","369","363","325","370","319","353","343","353","335","309","296","258","nascimentos",1
"1.1","Nascidos vivos","Novo Oriente","427","464","407","388","336","363","404","359","374","365","362","364","330","379","329","357","312","nascimentos",1
"1.1","Nascidos vivos","Horizonte","819","852","956","976","949","1039","1048","1025","1207","1288","1118","1238","1283","1220","1134","1096","1049","nascimentos",1
"1.1","Nascidos vivos","Jaguaribe","541","534","575","464","485","481","449","454","514","480","392","487","481","459","451","415","367","nascimentos",1
"1.1","Nascidos vivos","Cedro","445","380","386","356","339","320","242","273","334","278","278","286","325","319","270","254","264","nascimentos",1
"1.1","Nascidos vivos","Aurora","361","345","348","365","382","348","318","299","359","350","306","299","310","321","329","302","301","nascimentos",1
"1.1","Nascidos vivos","Mombaça","670","700","627","628","610","551","462","460","484","541","476","490","531","509","470","461","430","nascimentos",1
"1.1","Nascidos vivos","Baturité","576","613","583","560","495","491","465","480","578","540","481","485","547","543","488","490","444","nascimentos",1
"1.1","Nascidos vivos","Lavras da Mangabeira","386","438","382","380","413","355","319","331","339","387","371","335","341","350","334","338","287","nascimentos",1
"1.1","Nascidos vivos","Potiretama","96","77","69","81","81","83","64","70","81","74","66","80","72","76","68","69","78","nascimentos",1
"1.1","Nascidos vivos","Várzea Alegre","574","610","607","555","528","520","492","512","544","546","486","468","532","498","468","454","404","nascimentos",1
"1.1","Nascidos vivos","Salitre","227","291","351","297","279","258","300","308","241","270","257","271","300","265","283","344","314","nascimentos",1
"1.1","Nascidos vivos","Nova Olinda","214","212","270","284","263","238","242","262","244","286","247","273","273","273","250","239","226","nascimentos",1
"1.1","Nascidos vivos","Parambu","428","572","526","481","485","439","395","406","399","422","400","471","432","440","413","456","446","nascimentos",1
"1.1","Nascidos vivos","Palhano","129","133","113","127","130","117","104","99","111","118","111","98","111","111","123","105","98","nascimentos",1
"1.1","Nascidos vivos","São Luís do Curu","197","185","214","188","166","174","157","154","201","179","174","158","157","172","161","152","111","nascimentos",1
"1.1","Nascidos vivos","Reriutaba","311","266","267","260","293","249","248","227","244","201","211","235","250","244","230","254","226","nascimentos",1
"1.1","Nascidos vivos","Catarina","173","190","160","176","178","167","130","144","144","157","128","135","148","91","135","128","127","nascimentos",1
"1.1","Nascidos vivos","Milagres","383","420","470","449","439","408","415","412","398","392","362","350","348","384","347","350","353","nascimentos",1
"1.1","Nascidos vivos","General Sampaio","74","126","120","106","116","126","97","76","87","86","88","107","120","109","108","88","96","nascimentos",1
"1.1","Nascidos vivos","Pires Ferreira","139","157","108","112","102","120","113","108","104","101","91","112","117","77","94","114","110","nascimentos",1
"1.1","Nascidos vivos","Jardim","294","542","494","514","490","409","431","453","438","493","450","440","408","415","444","392","352","nascimentos",1
"1.1","Nascidos vivos","Iguatu","1462","1387","1505","1329","1408","1367","1392","1265","1392","1391","1256","1288","1409","1368","1340","1429","1169","nascimentos",1
"1.1","Nascidos vivos","Hidrolândia","297","282","287","284","277","213","232","231","202","204","181","205","273","255","240","240","231","nascimentos",1
"1.1","Nascidos vivos","Solonópole","246","222","201","203","216","206","170","195","172","196","204","208","192","217","156","215","169","nascimentos",1
"1.1","Nascidos vivos","Paraipaba","430","438","464","426","450","455","435","429","424","479","432","417","473","410","472","426","449","nascimentos",1
"1.1","Nascidos vivos","Trairi","750","813","776","848","737","778","587","683","770","711","784","833","897","734","855","822","821","nascimentos",1
"1.1","Nascidos vivos","Santana do Cariri","329","298","318","306","316","227","252","273","191","237","228","194","258","287","244","251","230","nascimentos",1
"1.1","Nascidos vivos","Baixio","69","89","82","79","81","54","78","79","60","81","50","72","78","67","61","55","46","nascimentos",1
"1.1","Nascidos vivos","Quixelô","237","258","243","249","234","208","204","185","170","224","163","180","223","174","186","175","177","nascimentos",1
"1.1","Nascidos vivos","Granja","715","848","901","862","850","812","744","684","737","841","729","805","877","812","785","782","722","nascimentos",1
"1.1","Nascidos vivos","Coreaú","353","340","335","312","320","340","289","284","304","248","280","268","331","303","325","303","266","nascimentos",1
"1.1","Nascidos vivos","Ipaporanga","193","184","191","142","173","169","132","134","138","160","140","151","152","146","129","139","133","nascimentos",1
"1.1","Nascidos vivos","Ipaumirim","210","171","185","182","159","162","139","140","155","135","125","158","132","147","116","118","120","nascimentos",1
"1.1","Nascidos vivos","Mauriti","746","782","738","724","756","708","671","678","714","739","662","719","717","716","630","703","665","nascimentos",1
"1.1","Nascidos vivos","Pacatuba","836","810","836","754","735","766","830","785","940","954","962","1004","970","1019","966","1029","1049","nascimentos",1
"1.1","Nascidos vivos","Juazeiro do Norte","4146","4218","4088","4409","4127","4268","4106","4135","4159","4177","4191","4122","4292","4158","3983","3914","3634","nascimentos",1
"1.1","Nascidos vivos","Viçosa do Ceará","1072","1091","1070","1020","1055","985","931","924","922","969","931","930","1044","986","983","991","868","nascimentos",1
"1.1","Nascidos vivos","Cruz","393","416","376","396","355","357","339","351","339","384","415","412","481","498","440","459","438","nascimentos",1
"1.1","Nascidos vivos","Camocim","1306","1126","1027","913","987","1066","964","931","1012","913","944","967","1003","1014","950","958","894","nascimentos",1
"1.1","Nascidos vivos","Cariús","223","229","259","237","211","226","222","210","193","209","198","213","206","203","169","156","196","nascimentos",1
"1.1","Nascidos vivos","Fortim","211","193","204","184","189","148","164","157","177","212","177","194","189","197","183","213","214","nascimentos",1
"1.1","Nascidos vivos","Barreira","339","291","304","281","274","296","317","321","296","319","299","317","341","331","356","300","265","nascimentos",1
"1.1","Nascidos vivos","Deputado Irapuan Pinheiro","126","122","128","132","113","112","91","85","92","89","83","88","96","87","77","86","88","nascimentos",1
"1.1","Nascidos vivos","Arneiroz","78","111","119","118","97","96","112","69","95","103","84","90","89","114","92","88","75","nascimentos",1
"1.1","Nascidos vivos","Tarrafas","87","105","105","105","124","80","91","99","89","86","96","111","102","99","103","81","78","nascimentos",1
"1.1","Nascidos vivos","Barroquinha","131","236","215","204","204","197","212","205","207","233","243","225","230","219","204","225","209","nascimentos",1
"1.1","Nascidos vivos","Meruoca","220","260","212","219","213","210","200","215","189","174","176","212","208","247","192","201","174","nascimentos",1
"1.1","Nascidos vivos","Alcântaras","191","166","132","135","163","130","155","157","145","126","118","121","141","148","158","153","129","nascimentos",1
"1.1","Nascidos vivos","Guaraciaba do Norte","741","689","628","701","636","650","614","579","593","607","626","680","690","693","659","677","594","nascimentos",1
"1.1","Nascidos vivos","Campos Sales","461","485","385","401","339","407","420","402","361","379","379","363","368","420","330","367","366","nascimentos",1
"1.1","Nascidos vivos","Umirim","314","275","282","292","265","308","285","307","310","300","267","274","301","282","277","234","246","nascimentos",1
"1.1","Nascidos vivos","Ubajara","551","609","572","569","556","524","545","552","496","471","548","459","543","596","496","481","458","nascimentos",1
"1.1","Nascidos vivos","Fortaleza","40244","37733","38798","37645","36755","37511","37577","36822","38195","39512","37451","36718","35833","34957","32376","31744","29676","nascimentos",1
"1.1","Nascidos vivos","Quixeramobim","1318","1193","1090","1172","1127","1129","1069","1011","1104","1184","1074","1063","1211","1231","1130","1197","1093","nascimentos",1
"1.1","Nascidos vivos","Aracati","1196","969","985","1043","1047","976","972","965","908","1020","1046","994","979","1019","965","941","866","nascimentos",1
"1.2","Óbitos - Idade menor que 1 ano","Jucás","11","3","3","7","2","8","6","6","1","8","-","8","6","6","2","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itaiçaba","-","3","1","1","1","-","-","6","-","1","2","1","1","2","1","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Guaraciaba do Norte","11","14","7","9","14","6","15","7","8","4","10","13","11","13","6","9","5","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Groaíras","2","2","1","2","1","2","6","2","2","3","-","2","1","1","3","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Fortaleza","700","590","573","589","438","480","420","434","435","458","427","497","410","408","389","348","348","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tururu","2","4","2","3","3","2","5","-","3","4","4","2","4","6","2","1","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Palhano","3","1","5","1","-","-","2","-","3","-","-","2","3","3","3","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","São Gonçalo do Amarante","12","8","8","11","7","13","4","12","5","8","13","17","12","14","6","10","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pacoti","1","5","3","1","2","-","1","-","-","1","1","3","-","3","3","4","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Mauriti","8","7","15","9","13","9","14","12","13","20","7","5","12","9","14","11","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Potengi","9","6","3","5","5","3","1","4","4","1","-","1","-","2","2","4","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Monsenhor Tabosa","8","6","5","4","8","3","2","3","-","6","8","5","7","1","5","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Beberibe","11","8","9","5","2","7","-","7","9","5","6","4","9","8","10","4","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ocara","5","3","3","3","1","5","4","4","4","6","2","6","3","1","3","1","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Carnaubal","6","6","12","10","4","2","2","6","4","1","3","6","4","3","2","-","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Quixeré","6","5","9","5","1","3","1","1","7","6","2","4","3","1","4","3","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Maracanaú","52","33","53","45","40","36","30","42","41","50","41","51","41","38","39","35","30","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Apuiarés","1","3","4","2","2","1","2","1","3","3","2","3","-","2","-","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Parambu","9","9","7","8","4","2","2","2","2","6","2","5","3","12","5","1","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tianguá","26","32","25","23","19","24","15","21","15","13","19","12","18","17","10","17","17","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Uruoca","3","2","2","2","3","3","1","-","1","4","3","3","4","2","3","5","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Várzea Alegre","6","6","16","6","5","4","2","9","6","3","5","4","6","2","5","5","5","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Milagres","4","7","6","2","9","7","7","5","5","7","3","5","-","4","8","4","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Senador Pompeu","3","12","7","8","10","4","2","5","7","1","12","5","4","6","3","5","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jardim","10","10","8","4","10","9","7","6","11","8","7","4","5","2","4","6","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ipu","10","12","9","6","6","14","8","6","5","6","4","6","12","6","5","6","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Crateús","31","22","20","19","14","15","18","15","13","22","21","12","17","21","13","11","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","General Sampaio","3","2","1","-","1","1","1","2","2","1","1","2","3","1","1","-","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pereiro","9","4","2","2","3","4","2","3","1","5","6","3","2","2","2","3","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Santana do Cariri","8","6","6","6","9","8","4","4","2","6","2","2","1","2","2","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Orós","4","4","2","7","2","5","4","4","2","6","1","3","1","4","6","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Cruz","4","4","5","4","4","6","3","8","4","7","3","5","7","2","4","6","8","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Cariré","11","5","4","3","4","4","4","4","3","5","-","3","3","1","2","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Farias Brito","6","6","5","2","5","4","3","5","2","5","3","3","2","3","7","4","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Altaneira","1","2","1","4","1","3","4","3","2","1","1","1","-","-","1","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Baixio","-","-","-","1","1","2","-","2","1","4","1","2","-","1","-","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Massapê","19","13","7","10","12","8","8","9","3","6","5","10","10","8","12","7","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Martinópole","6","2","4","1","1","6","5","5","3","3","2","-","1","1","1","2","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ubajara","7","15","7","9","9","5","10","2","9","9","8","6","12","8","9","5","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jaguaretama","2","3","4","1","2","5","3","3","3","4","3","2","1","4","1","2","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Caucaia","78","72","63","65","54","58","56","70","51","61","53","75","68","69","66","49","55","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tarrafas","3","5","7","1","3","-","-","3","3","1","2","2","1","2","1","-","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Salitre","11","8","6","13","5","8","10","5","5","2","4","6","5","6","4","4","5","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Acopiara","23","19","18","18","10","8","6","10","8","3","8","11","8","4","11","6","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Nova Olinda","5","4","4","3","2","5","2","2","5","3","6","6","6","6","5","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Forquilha","9","9","3","6","8","6","7","8","5","1","4","5","11","4","-","1","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pacajus","22","15","17","10","17","6","15","8","20","11","8","10","14","19","7","7","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Quiterianópolis","10","2","8","3","4","4","6","5","6","3","3","6","4","5","3","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Banabuiú","7","7","5","2","1","4","2","8","5","1","7","4","2","7","2","4","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Missão Velha","13","12","10","15","13","10","14","11","6","7","9","6","12","14","7","5","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Poranga","4","3","3","6","4","5","4","1","4","3","2","3","1","3","1","3","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jati","3","1","3","3","7","3","-","-","3","3","2","2","-","2","-","2","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Piquet Carneiro","3","-","2","2","3","2","2","3","1","-","3","-","1","3","3","-","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Alto Santo","7","4","3","1","1","3","3","3","2","5","4","5","1","1","2","5","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Barro","11","10","4","5","5","7","5","3","5","2","4","3","2","5","3","1","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Santa Quitéria","17","10","10","9","10","9","8","9","10","9","7","5","8","13","5","6","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Camocim","22","19","22","23","9","8","13","19","12","15","10","10","13","16","12","8","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","São João do Jaguaribe","-","1","1","2","1","2","-","-","1","-","-","1","1","2","-","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itapajé","11","17","11","12","16","12","7","8","5","10","11","13","5","4","3","8","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jaguaribara","2","1","6","4","2","2","1","2","-","2","4","2","2","2","4","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Independência","9","7","5","8","3","3","5","4","5","4","3","6","7","6","5","10","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Horizonte","12","8","14","15","14","7","10","8","17","10","10","6","10","5","11","9","14","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Caririaçu","9","6","9","8","9","3","7","10","6","7","3","4","3","7","2","1","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Umari","3","2","4","1","3","2","4","4","1","3","-","1","1","-","-","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pindoretama","3","4","6","6","3","3","5","2","1","4","4","2","4","4","7","2","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Nova Russas","10","6","6","4","3","5","5","5","7","7","3","7","6","2","5","2","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tejuçuoca","3","5","6","3","1","4","5","4","3","1","2","4","4","7","7","-","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Chorozinho","5","4","5","3","4","-","5","3","-","2","5","2","2","3","3","2","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Assaré","4","7","8","8","1","2","6","5","2","3","2","6","4","1","3","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tabuleiro do Norte","5","2","10","6","6","8","1","7","7","5","8","5","4","6","5","5","8","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aracati","18","15","16","21","8","9","16","10","10","14","8","12","9","2","9","6","11","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aiuaba","7","5","2","3","8","5","4","2","2","5","1","2","3","2","3","4","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Canindé","24","18","15","19","12","14","9","10","8","17","14","13","20","13","13","12","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Croatá","1","5","8","7","2","2","3","3","3","6","-","3","5","5","5","2","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Paraipaba","7","5","3","6","3","7","6","4","4","6","3","8","6","1","2","3","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Maranguape","25","8","18","25","10","15","17","15","20","17","22","26","18","18","16","7","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ararendá","2","3","4","1","1","-","8","1","2","4","4","1","5","6","1","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itapiúna","5","7","4","4","5","2","2","5","7","4","4","6","4","5","1","-","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ibiapina","6","8","10","9","4","7","5","7","8","5","6","8","3","3","1","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Cascavel","17","10","14","11","8","5","14","11","7","9","8","15","11","13","3","6","13","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Mucambo","1","5","5","2","4","-","-","2","3","3","2","1","3","2","2","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Miraíma","4","2","2","6","-","1","4","7","3","2","3","4","3","3","1","2","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Morrinhos","9","9","10","4","7","10","8","5","3","2","6","2","7","7","7","1","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Catunda","3","3","1","3","1","2","-","2","1","3","3","-","4","1","1","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Barbalha","13","19","19","19","19","16","23","11","22","14","10","18","15","19","8","15","14","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Brejo Santo","9","11","10","5","11","9","9","7","6","17","14","7","13","12","8","7","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ibaretama","2","5","5","5","4","2","1","3","2","7","9","9","4","2","1","7","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Abaiara","3","4","3","2","2","1","3","2","2","3","4","-","-","1","3","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Penaforte","4","-","4","3","2","1","2","2","2","1","3","6","2","5","1","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Russas","11","8","15","15","10","9","10","12","7","10","16","17","11","13","5","8","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Quixadá","25","27","32","18","18","27","11","27","22","21","22","26","12","22","27","23","15","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Araripe","9","7","6","7","3","7","9","1","6","1","6","4","7","4","4","4","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Saboeiro","11","4","7","5","1","3","6","3","3","3","1","4","2","-","1","1","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Quixeramobim","18","15","20","13","12","23","14","12","15","9","17","23","21","17","12","13","19","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pentecoste","10","8","12","8","2","4","8","8","6","8","5","7","9","7","4","9","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Santana do Acaraú","12","9","5","10","11","5","9","11","16","6","5","7","6","6","12","5","5","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aurora","3","6","3","4","4","7","9","3","3","3","-","4","5","1","3","4","5","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itarema","14","12","15","9","4","4","7","8","7","6","5","16","6","10","10","9","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Alcântaras","3","7","-","-","6","3","4","-","2","1","3","-","3","1","-","4","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tamboril","11","8","5","8","3","2","6","6","6","5","4","1","8","4","7","7","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Icapuí","2","5","4","4","4","1","4","5","2","4","2","3","-","4","1","-","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Icó","22","19","11","25","13","16","12","9","15","21","10","7","7","6","5","4","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Acarape","3","2","3","2","4","3","4","5","4","-","7","3","8","4","1","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Capistrano","4","5","4","4","4","1","3","3","3","1","3","1","6","5","3","4","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Caridade","5","12","1","3","4","1","3","9","2","1","6","-","2","3","4","2","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pacatuba","11","8","19","8","11","8","15","11","7","13","14","12","9","13","9","17","15","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Mulungu","3","1","4","2","1","1","-","4","3","-","2","2","1","4","1","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Guaiúba","5","6","5","6","6","3","3","3","3","3","3","2","5","4","1","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Juazeiro do Norte","71","78","53","55","56","86","59","90","50","58","66","48","64","52","54","41","44","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Marco","15","13","12","4","5","7","6","2","11","11","10","7","3","7","13","6","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itatira","9","4","6","6","5","9","4","2","7","2","5","7","9","5","3","2","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Choró","1","3","1","9","5","4","3","5","3","4","3","1","6","2","2","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aratuba","4","4","3","3","3","1","2","1","2","2","-","2","1","5","2","1","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itaitinga","15","13","14","18","9","6","5","2","5","4","7","4","9","5","3","5","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Acaraú","21","14","7","14","13","13","11","17","8","16","23","9","18","16","6","9","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Madalena","7","4","3","-","3","5","2","4","4","1","4","3","3","1","3","1","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Guaramiranga","1","-","1","2","-","3","1","-","-","1","1","-","-","1","-","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Cedro","8","6","6","4","3","7","4","6","2","5","3","4","7","4","3","4","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pacujá","1","1","1","1","2","-","2","1","-","1","1","-","-","2","-","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Graça","6","5","8","8","4","2","1","5","1","-","3","1","-","1","4","4","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Morada Nova","21","24","6","13","10","9","1","9","6","3","4","7","5","7","8","6","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Lavras da Mangabeira","1","5","3","8","4","4","2","4","6","3","4","6","2","6","5","3","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Palmácia","-","2","2","1","6","2","2","2","1","2","1","1","-","-","-","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Varjota","4","6","3","4","5","3","6","6","3","-","3","3","4","1","2","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Milhã","1","3","3","1","4","1","3","3","1","7","1","3","5","1","3","2","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Bela Cruz","10","7","3","7","5","10","5","8","8","5","5","6","4","7","9","-","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Paramoti","3","1","1","3","1","5","2","2","5","1","3","-","1","1","2","-","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Iracema","4","5","1","5","3","1","-","2","1","1","2","5","1","1","2","-","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Crato","40","50","29","37","45","43","28","30","37","24","32","21","23","40","21","23","30","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Senador Sá","3","2","2","1","1","-","1","1","-","-","1","3","-","1","1","1","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Redenção","8","6","10","5","4","13","8","8","7","4","3","1","4","7","4","2","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ipueiras","20","19","15","9","13","15","9","7","9","8","10","4","6","5","5","8","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Viçosa do Ceará","14","20","21","24","17","8","12","11","9","7","9","16","14","7","8","12","8","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Granja","14","21","29","19","14","12","10","20","17","15","20","18","8","8","5","11","8","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Trairi","10","8","9","12","15","11","12","8","12","8","13","9","9","9","4","10","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Chaval","1","1","8","7","8","1","-","2","2","2","1","1","5","1","1","3","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Coreaú","12","4","2","8","4","2","3","5","3","3","6","6","7","3","1","3","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ibicuitinga","2","2","5","2","-","2","-","1","4","-","1","1","1","-","-","3","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Quixelô","4","4","2","4","1","8","1","3","2","1","4","2","4","6","5","2","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Deputado Irapuan Pinheiro","2","3","4","3","4","3","1","1","-","1","1","-","-","1","-","3","-","óbitos",1
